Player,Nation,Position,Age,Matches Played,Starts,Minutes,90s Played,Goals,Assists,Goals + Assists,Non-Penalty Goals,Penalty Goals Made,Penalty Attempts,Yellow Cards,Red Cards,xG,npxG,xAG,npxG + xAG,Progressive Carries,Progressive Passes,Progressive Receives,Goals Per 90,Assists Per 90,Goals + Assists Per 90,Non-Penalty Goals Per 90,Non-Penalty Goals + Assists Per 90,xG Per 90,xAG Per 90,xG + xAG Per 90,npxG Per 90,npxG + xAG Per 90,name_clean,position,foot,height_in_cm,current_club_domestic_competition_id,market_value_in_eur,highest_market_value_in_eur,image_url,url,match_name,fifa_name,fifa_full_name,fifa_birth_date,fifa_age,fifa_height_cm,fifa_weight_kgs,fifa_positions,fifa_nationality,fifa_overall_rating,fifa_potential,fifa_value_euro,fifa_wage_euro,fifa_preferred_foot,fifa_international_reputation(1-5),fifa_weak_foot(1-5),fifa_skill_moves(1-5),fifa_body_type,fifa_release_clause_euro,fifa_national_team,fifa_national_rating,fifa_national_team_position,fifa_national_jersey_number,fifa_crossing,fifa_finishing,fifa_heading_accuracy,fifa_short_passing,fifa_volleys,fifa_dribbling,fifa_curve,fifa_freekick_accuracy,fifa_long_passing,fifa_ball_control,fifa_acceleration,fifa_sprint_speed,fifa_agility,fifa_reactions,fifa_balance,fifa_shot_power,fifa_jumping,fifa_stamina,fifa_strength,fifa_long_shots,fifa_aggression,fifa_interceptions,fifa_positioning,fifa_vision,fifa_penalties,fifa_composure,fifa_marking,fifa_standing_tackle,fifa_sliding_tackle,fifa_match_fullname,fuzzy_match_score
Thomas Partey,GHA,"MT,DF",31,35,31,"2,797",31.1,4,2,6,4,0,0,4,0,2.3,2.3,2.1,4.3,36,185,48,0.13,0.06,0.19,0.13,0.19,0.07,0.07,0.14,0.07,0.14,thomas partey,Midfield,right,185.0,GB1,15000000.0,50000000.0,https://img.a.transfermarkt.technology/portrait/header/230784-1668430877.jpg?lm=1,https://www.transfermarkt.co.uk/thomas-partey/profil/spieler/230784,thomas partey,T. Partey,Thomas Partey,6/13/1993,25,185.42,77.1,"CDM,CM,RM,RB",Ghana,82,88,25500000.0,59000.0,Right,1,3,3,Lean,57400000.0,,,,,66,63,68,83,53,79,68,58,77,81,73,76,72,81,53,80,84,89,81,77,81,78,62,73,49,75,78,83,80,thomas partey,100
Leandro Trossard,BEL,AT,29,38,28,"2,546",28.3,8,7,15,8,0,0,4,1,7.2,7.2,6.1,13.3,80,101,226,0.28,0.25,0.53,0.28,0.53,0.25,0.22,0.47,0.25,0.47,leandro trossard,Attack,right,172.0,GB1,30000000.0,38000000.0,https://img.a.transfermarkt.technology/portrait/header/144028-1702412939.jpg?lm=1,https://www.transfermarkt.co.uk/leandro-trossard/profil/spieler/144028,leandro trossard,L. Trossard,Leandro Trossard,12/4/1994,24,172.72,67.1,LW,Belgium,78,82,13500000.0,18000.0,Right,1,4,4,Lean,21300000.0,,,,,75,80,64,75,76,83,81,69,68,78,90,76,92,70,87,77,89,73,60,81,47,18,75,71,75,84,30,31,18,leandro trossard,100
Martin Ødegaard,NOR,MT,25,30,26,"2,325",25.8,3,8,11,2,1,1,4,0,4.8,4.0,5.4,9.5,92,258,154,0.12,0.31,0.43,0.08,0.39,0.19,0.21,0.4,0.16,0.37,martin ødegaard,Midfield,left,178.0,GB1,100000000.0,110000000.0,https://img.a.transfermarkt.technology/portrait/header/316264-1678877651.jpg?lm=1,https://www.transfermarkt.co.uk/martin-odegaard/profil/spieler/316264,martin ødegaard,M. Ødegaard,Martin Ødegaard,12/17/1998,20,152.4,68.0,"RW,CAM",Norway,75,84,10000000.0,59000.0,Left,1,4,5,Lean,,Norway,75.0,SUB,11.0,75,59,38,75,65,83,74,70,68,85,76,70,78,74,78,55,46,64,33,60,32,48,64,82,59,78,38,31,32,martin ødegaard,100
Mikel Merino,ESP,"MT,AT",28,28,17,"1,586",17.6,7,2,9,7,0,0,4,1,5.9,5.9,2.0,7.9,11,69,94,0.4,0.11,0.51,0.4,0.51,0.34,0.11,0.45,0.34,0.45,mikel merino,Midfield,left,189.0,GB1,35000000.0,50000000.0,https://img.a.transfermarkt.technology/portrait/header/338424-1716803831.jpg?lm=1,https://www.transfermarkt.co.uk/mikel-merino/profil/spieler/338424,mikel merino,Merino,Mikel Merino Zazón,6/22/1996,22,185.42,83.0,"CM,CDM,LM",Spain,75,84,10000000.0,22000.0,Left,1,3,3,Lean,23000000.0,,,,,59,62,75,78,58,76,68,69,74,78,61,62,64,70,60,66,69,68,74,67,73,75,70,76,58,68,58,74,65,mikel merino zazón,83
Ben White,ENG,DF,26,17,13,"1,198",13.3,0,2,2,0,0,0,2,0,0.5,0.5,1.4,1.8,23,59,42,0.0,0.15,0.15,0.0,0.15,0.03,0.1,0.14,0.03,0.14,ben white,Defender,right,186.0,GB1,50000000.0,55000000.0,https://img.a.transfermarkt.technology/portrait/header/335721-1683275943.jpg?lm=1,https://www.transfermarkt.co.uk/ben-white/profil/spieler/335721,ben white,B. White,Ben White,10/8/1997,21,182.88,72.1,CB,England,61,73,400000.0,5000.0,Right,1,4,2,Normal,,,,,,36,22,57,59,21,40,26,20,56,44,62,65,44,51,46,35,69,60,69,25,67,57,22,42,24,52,62,60,57,ben white,100
Jorginho,ITA,MT,32,15,9,704,7.8,0,0,0,0,0,0,5,0,0.1,0.1,0.4,0.5,12,48,6,0.0,0.0,0.0,0.0,0.0,0.01,0.05,0.06,0.01,0.06,jorginho,Midfield,right,178.0,GB1,8000000.0,65000000.0,https://img.a.transfermarkt.technology/portrait/header/102017-1682590896.jpg?lm=1,https://www.transfermarkt.co.uk/jorginho/profil/spieler/102017,jorginho,Jorginho,Luiz Frello Filho Jorge,12/20/1991,27,154.94,67.1,CM,Italy,83,84,30000000.0,140000.0,Right,2,3,3,Lean,57800000.0,Italy,83.0,CM,8.0,75,57,56,89,71,82,75,76,87,85,70,61,77,82,73,71,58,79,66,62,79,76,68,87,84,79,62,77,70,luiz frello filho jorge,100
Gabriel Jesus,BRA,AT,27,17,6,608,6.8,3,0,3,3,0,0,4,0,3.0,3.0,0.7,3.7,15,19,57,0.44,0.0,0.44,0.44,0.44,0.44,0.1,0.54,0.44,0.54,gabriel jesus,Attack,right,175.0,GB1,40000000.0,80000000.0,https://img.a.transfermarkt.technology/portrait/header/363205-1669711141.jpg?lm=1,https://www.transfermarkt.co.uk/gabriel-jesus/profil/spieler/363205,gabriel jesus,Gabriel Jesus,Gabriel Fernando de Jesus,4/3/1997,21,175.26,73.0,ST,Brazil,83,92,41000000.0,130000.0,Right,2,3,4,Normal,84100000.0,,,,,66,85,75,76,72,86,76,54,66,85,87,85,92,85,91,78,77,84,68,73,73,32,88,77,78,82,53,23,19,gabriel fernando de jesus,100
Reiss Nelson,ENG,AT,24,1,0,3,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,reiss nelson,Attack,right,175.0,GB1,18000000.0,18000000.0,https://img.a.transfermarkt.technology/portrait/header/340325-1667418642.jpg?lm=1,https://www.transfermarkt.co.uk/reiss-nelson/profil/spieler/340325,reiss nelson,R. Nelson,Reiss Nelson,12/10/1999,19,175.26,71.2,RW,England,72,85,5500000.0,33000.0,Right,1,4,4,Lean,,,,,,62,71,39,59,49,81,66,67,50,76,89,90,84,64,76,67,41,55,42,52,42,42,64,58,54,60,24,37,37,reiss nelson,100
Dan Burn,ENG,DF,32,37,37,"3,330",37.0,1,1,2,1,0,0,11,0,2.0,2.0,0.9,2.8,12,75,14,0.03,0.03,0.05,0.03,0.05,0.05,0.02,0.08,0.05,0.08,dan burn,Defender,left,201.0,GB1,7000000.0,12000000.0,https://img.a.transfermarkt.technology/portrait/header/134270-1682340860.jpg?lm=1,https://www.transfermarkt.co.uk/dan-burn/profil/spieler/134270,dan burn,D. Burn,Dan Burn,5/9/1992,26,198.12,87.1,CB,England,71,73,2400000.0,25000.0,Left,1,3,2,Lean,4700000.0,,,,,43,25,73,59,22,47,48,46,60,53,42,44,31,65,26,53,55,63,89,29,72,67,37,49,48,62,72,69,69,dan burn,100
Alexander Isak,SWE,AT,24,34,34,"2,756",30.6,23,6,29,19,4,4,1,0,20.3,17.2,4.3,21.6,83,88,217,0.75,0.2,0.95,0.62,0.82,0.66,0.14,0.81,0.56,0.7,alexander isak,Attack,right,192.0,GB1,100000000.0,100000000.0,https://img.a.transfermarkt.technology/portrait/header/349066-1680791339.jpg?lm=1,https://www.transfermarkt.co.uk/alexander-isak/profil/spieler/349066,alexander isak,A. Isak,Alexander Isak,9/21/1999,19,190.5,73.9,ST,Sweden,69,83,2200000.0,11000.0,Right,1,3,3,Lean,,,,,,51,69,65,59,74,69,40,35,40,71,78,76,77,66,60,63,67,66,56,57,41,24,71,59,53,61,27,20,16,alexander isak,100
Fabian Schär,SUI,DF,32,34,33,"2,934",32.6,4,0,4,4,0,0,9,1,3.7,3.7,0.4,4.1,18,118,22,0.12,0.0,0.12,0.12,0.12,0.11,0.01,0.13,0.11,0.13,fabian schar,Defender,right,186.0,GB1,9000000.0,16000000.0,https://img.a.transfermarkt.technology/portrait/header/135343-1667990394.jpg?lm=1,https://www.transfermarkt.co.uk/fabian-schar/profil/spieler/135343,fabian schar,F. Schär,Fabian Schär,12/20/1991,27,187.96,83.9,CB,Switzerland,75,78,7000000.0,38000.0,Right,2,4,2,Normal,13800000.0,Switzerland,77.0,SUB,22.0,65,60,79,73,53,64,65,66,74,69,60,50,64,75,61,76,88,69,77,65,72,76,66,68,78,70,73,74,73,fabian schär,96
Jacob Murphy,ENG,AT,29,35,31,"2,360",26.2,8,12,20,8,0,0,4,0,5.7,5.7,8.9,14.6,79,83,231,0.31,0.46,0.76,0.31,0.76,0.22,0.34,0.56,0.22,0.56,jacob murphy,Attack,right,179.0,GB1,16000000.0,16000000.0,https://img.a.transfermarkt.technology/portrait/header/199527-1674210561.jpg?lm=1,https://www.transfermarkt.co.uk/jacob-murphy/profil/spieler/199527,jacob murphy,J. Murphy,Jacob Murphy,2/24/1995,24,152.4,73.9,"RM,LM",England,72,77,4200000.0,27000.0,Right,1,3,3,Lean,,,,,,69,66,40,68,50,78,75,62,60,70,77,82,78,64,75,73,46,66,59,73,31,18,68,71,68,65,34,38,39,jacob murphy,100
Joelinton,BRA,"MT,AT",27,29,29,"2,393",26.6,4,3,7,4,0,0,10,0,3.9,3.9,2.5,6.4,40,116,110,0.15,0.11,0.26,0.15,0.26,0.15,0.09,0.24,0.15,0.24,joelinton,Midfield,right,186.0,GB1,40000000.0,42000000.0,https://img.a.transfermarkt.technology/portrait/header/333241-1674210135.jpg?lm=1,https://www.transfermarkt.co.uk/joelinton/profil/spieler/333241,joelinton,Joelinton,Joelinton Apolinário de Lira,8/14/1996,22,185.42,82.1,"ST,CAM",Brazil,76,83,11000000.0,26000.0,Right,1,4,3,Normal,20900000.0,,,,,44,77,73,73,64,77,52,38,56,75,77,79,73,70,69,74,75,69,84,60,63,45,74,64,61,70,29,44,38,joelinton apolinário de lira,100
Sandro Tonali,ITA,MT,24,36,28,"2,630",29.2,4,2,6,4,0,0,5,0,4.4,4.4,2.2,6.6,37,128,53,0.14,0.07,0.21,0.14,0.21,0.15,0.07,0.22,0.15,0.22,sandro tonali,Midfield,right,181.0,GB1,45000000.0,60000000.0,https://img.a.transfermarkt.technology/portrait/header/397033-1688389270.jpg?lm=1,https://www.transfermarkt.co.uk/sandro-tonali/profil/spieler/397033,sandro tonali,S. Tonali,Sandro Tonali,5/8/2000,18,154.94,78.9,"CDM,CM",Italy,71,90,4400000.0,1000.0,Right,1,4,3,Normal,9800000.0,,,,,68,54,65,74,51,70,61,63,74,72,72,72,63,66,73,67,62,70,72,65,72,65,52,69,58,69,69,70,67,sandro tonali,100
Nick Pope,ENG,GB,32,28,28,"2,520",28.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nick pope,Goalkeeper,right,198.0,GB1,10000000.0,20000000.0,https://img.a.transfermarkt.technology/portrait/header/192080-1663841362.jpg?lm=1,https://www.transfermarkt.co.uk/nick-pope/profil/spieler/192080,nick pope,N. Pope,Nick Pope,4/19/1992,26,200.66,76.2,GK,England,79,82,11000000.0,45000.0,Right,1,3,1,Lean,21700000.0,England,82.0,SUB,23.0,11,14,11,32,14,15,13,12,35,24,50,47,36,70,45,17,72,37,73,15,36,21,13,43,22,62,14,15,14,nick pope,100
Lewis Hall,ENG,DF,19,27,24,"2,189",24.3,0,4,4,0,0,0,3,0,0.4,0.4,4.3,4.7,41,123,80,0.0,0.16,0.16,0.0,0.16,0.02,0.18,0.19,0.02,0.19,lewis hall,Defender,left,179.0,GB1,30000000.0,30000000.0,https://img.a.transfermarkt.technology/portrait/header/670858-1699385942.jpg?lm=1,https://www.transfermarkt.co.uk/lewis-hall/profil/spieler/670858,lewis hall,L. Allan,Lewis Allan,10/25/1996,22,187.96,69.9,ST,Scotland,53,62,90000.0,1000.0,Right,1,2,2,Normal,176000.0,,,,,30,55,54,47,40,52,41,28,31,46,69,74,54,48,55,56,58,55,48,53,34,18,42,47,66,51,20,13,18,lewis allan,86
Harvey Barnes,ENG,AT,26,33,17,"1,755",19.5,9,4,13,9,0,0,0,0,7.2,7.2,4.0,11.2,93,83,192,0.46,0.21,0.67,0.46,0.67,0.37,0.2,0.57,0.37,0.57,harvey barnes,Attack,right,182.0,GB1,30000000.0,35000000.0,https://img.a.transfermarkt.technology/portrait/header/398065-1700650664.jpg?lm=1,https://www.transfermarkt.co.uk/harvey-barnes/profil/spieler/398065,harvey barnes,H. Barnes,Harvey Lewis Barnes,12/9/1997,21,175.26,66.2,"LW,CAM",England,74,84,9000000.0,42000.0,Right,1,4,3,Normal,18900000.0,,,,,71,71,41,71,50,77,70,52,63,74,78,76,76,71,75,71,44,70,54,75,47,43,72,75,49,65,43,49,47,harvey lewis barnes,81
Kieran Trippier,ENG,DF,33,25,14,"1,309",14.5,0,3,3,0,0,0,1,0,0.1,0.1,1.4,1.5,26,117,58,0.0,0.21,0.21,0.0,0.21,0.01,0.1,0.1,0.01,0.1,kieran trippier,Defender,right,173.0,GB1,5000000.0,35000000.0,https://img.a.transfermarkt.technology/portrait/header/95810-1696454076.jpg?lm=1,https://www.transfermarkt.co.uk/kieran-trippier/profil/spieler/95810,kieran trippier,K. Trippier,Kieran Trippier,9/19/1990,28,152.4,72.1,"RB,RWB",England,82,82,18500000.0,99000.0,Right,2,4,3,Normal,34200000.0,England,82.0,SUB,12.0,91,48,73,79,54,75,87,83,78,81,76,75,74,80,74,75,73,88,65,70,70,79,75,80,66,73,77,82,79,kieran trippier,100
Joe Willock,ENG,"MT,AT",24,32,11,"1,086",12.1,0,2,2,0,0,0,4,0,1.6,1.6,2.1,3.8,38,41,86,0.0,0.17,0.17,0.0,0.17,0.14,0.18,0.31,0.14,0.31,joe willock,Midfield,right,186.0,GB1,28000000.0,38000000.0,https://img.a.transfermarkt.technology/portrait/header/340329-1683890024.jpg?lm=1,https://www.transfermarkt.co.uk/joe-willock/profil/spieler/340329,joe willock,J. Willock,Joseph Willock,8/20/1999,19,182.88,71.2,CM,England,63,81,750000.0,7000.0,Right,1,3,3,Lean,1900000.0,,,,,44,48,41,66,42,64,51,46,64,62,68,74,70,58,72,58,55,63,62,46,55,57,60,64,47,60,54,58,51,joseph willock,90
Martin Dúbravka,SVK,GB,35,10,10,900,10.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,martin dubravka,Goalkeeper,right,191.0,GB1,1000000.0,7500000.0,https://img.a.transfermarkt.technology/portrait/header/74960-1700237195.jpg?lm=1,https://www.transfermarkt.co.uk/martin-dubravka/profil/spieler/74960,martin dubravka,M. Dúbravka,Martin Dúbravka,1/15/1989,30,190.5,79.8,GK,Slovakia,79,80,10000000.0,43000.0,Right,1,2,1,Lean,19800000.0,,,,,12,10,12,48,11,19,15,13,45,33,49,44,44,73,60,22,73,40,60,17,26,25,10,54,20,59,19,15,14,martin dúbravka,97
Sean Longstaff,ENG,MT,26,25,8,798,8.9,0,0,0,0,0,0,2,0,0.6,0.6,0.2,0.8,4,40,22,0.0,0.0,0.0,0.0,0.0,0.07,0.02,0.09,0.07,0.09,sean longstaff,Midfield,right,187.0,GB1,22000000.0,25000000.0,https://img.a.transfermarkt.technology/portrait/header/346707-1682341336.jpg?lm=1,https://www.transfermarkt.co.uk/sean-longstaff/profil/spieler/346707,sean longstaff,S. Longstaff,Sean Longstaff,10/30/1997,21,154.94,64.9,"CM,CAM",England,66,80,1400000.0,9000.0,Right,1,4,2,Lean,3500000.0,,,,,48,59,47,72,56,60,55,56,67,65,58,64,48,60,66,64,57,73,54,66,39,55,60,63,54,65,54,55,54,sean longstaff,100
Lloyd Kelly,ENG,DF,25,10,4,303,3.4,0,1,1,0,0,0,2,0,0.4,0.4,0.5,0.9,0,9,5,0.0,0.3,0.3,0.0,0.3,0.12,0.14,0.26,0.12,0.26,lloyd kelly,Defender,left,189.0,IT1,18000000.0,18000000.0,https://img.a.transfermarkt.technology/portrait/header/480116-1739281396.jpg?lm=1,https://www.transfermarkt.co.uk/lloyd-kelly/profil/spieler/480116,lloyd kelly,L. Kelly,Lloyd Kelly,10/1/1998,20,190.5,69.9,"LB,CB",England,67,83,1500000.0,5000.0,Left,1,3,3,Lean,3700000.0,,,,,63,30,57,64,29,66,41,42,47,67,79,81,68,60,69,40,60,71,74,30,50,63,50,41,44,66,65,68,62,lloyd kelly,100
Callum Wilson,ENG,AT,32,18,2,370,4.1,0,0,0,0,0,0,1,0,0.4,0.4,0.1,0.5,5,4,17,0.0,0.0,0.0,0.0,0.0,0.09,0.03,0.12,0.09,0.12,callum wilson,Attack,right,180.0,GB1,11000000.0,30000000.0,https://img.a.transfermarkt.technology/portrait/header/123682-1668090039.jpg?lm=1,https://www.transfermarkt.co.uk/callum-wilson/profil/spieler/123682,callum wilson,C. Wilson,Callum Wilson,2/27/1992,27,154.94,66.2,ST,England,79,80,15000000.0,77000.0,Right,1,3,4,Normal,29600000.0,,,,,52,83,73,71,69,74,63,45,60,77,87,89,74,74,74,76,69,73,76,66,73,40,82,71,75,78,29,39,25,callum wilson,100
Emil Krafth,SWE,DF,29,12,2,342,3.8,0,0,0,0,0,0,2,0,0.0,0.0,0.1,0.1,5,8,3,0.0,0.0,0.0,0.0,0.0,0.01,0.02,0.03,0.01,0.03,emil krafth,Defender,right,184.0,GB1,2500000.0,5000000.0,https://img.a.transfermarkt.technology/portrait/header/184528-1674210829.jpg?lm=1,https://www.transfermarkt.co.uk/emil-krafth/profil/spieler/184528,emil krafth,E. Krafth,Emil Krafth,8/2/1994,24,154.94,72.1,RB,Sweden,73,77,4300000.0,19000.0,Right,1,3,3,Normal,,Sweden,76.0,SUB,5.0,68,41,64,68,46,68,70,54,62,68,72,78,73,74,71,70,68,76,68,58,72,73,52,60,54,72,72,74,74,emil krafth,100
Miguel Almirón,PAR,AT,30,9,1,157,1.7,0,0,0,0,0,0,0,0,0.5,0.5,0.3,0.8,3,6,18,0.0,0.0,0.0,0.0,0.0,0.3,0.15,0.45,0.3,0.45,miguel almiron,Attack,left,174.0,GB1,20000000.0,35000000.0,https://img.a.transfermarkt.technology/portrait/header/272999-1674210265.jpg?lm=1,https://www.transfermarkt.co.uk/miguel-almiron/profil/spieler/272999,miguel almiron,M. Almirón,Miguel Almirón,2/10/1994,25,175.26,63.0,CAM,Paraguay,81,85,23000000.0,55000.0,Left,1,2,4,Lean,45400000.0,,,,,71,74,43,80,75,83,74,70,71,81,90,89,86,79,64,78,46,85,52,73,65,50,74,80,64,76,43,53,49,miguel almirón,96
William Osula,DEN,AT,20,14,0,134,1.5,1,0,1,1,0,0,0,0,0.2,0.2,0.1,0.3,5,4,17,0.67,0.0,0.67,0.67,0.67,0.11,0.1,0.21,0.11,0.21,william osula,Attack,right,191.0,GB1,7000000.0,7000000.0,https://img.a.transfermarkt.technology/portrait/header/609556-1693217416.jpg?lm=1,https://www.transfermarkt.co.uk/william-osula/profil/spieler/609556,william osula,W. Owusu,William Owusu,9/13/1989,29,185.42,73.9,"ST,RW,LW",Ghana,72,72,3200000.0,11000.0,Right,1,4,2,Lean,4800000.0,,,,,59,75,74,67,63,64,40,55,58,58,63,74,59,74,57,74,74,85,75,64,69,25,80,64,72,68,28,36,34,william owusu,85
Matt Targett,ENG,DF,28,2,0,21,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,matt targett,Defender,left,183.0,GB1,8000000.0,17000000.0,https://img.a.transfermarkt.technology/portrait/header/250478-1643653374.jpg?lm=1,https://www.transfermarkt.co.uk/matt-targett/profil/spieler/250478,matt targett,M. Targett,Matt Targett,9/18/1995,23,182.88,69.9,"LB,LWB",England,71,80,3100000.0,22000.0,Left,1,2,3,Normal,6500000.0,,,,,81,36,58,66,37,69,77,62,62,70,71,75,69,67,63,53,60,67,67,38,63,67,64,62,51,59,70,73,70,matt targett,100
Álex Remiro,ESP,GB,29,36,36,"3,240",36.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,alex remiro,Goalkeeper,right,191.0,ES1,25000000.0,25000000.0,https://img.a.transfermarkt.technology/portrait/header/212862-1694594210.jpg?lm=1,https://www.transfermarkt.co.uk/alex-remiro/profil/spieler/212862,alex remiro,Álex Remiro,Alejandro Remiro Gargallo,3/24/1995,23,190.5,83.0,GK,Spain,77,82,8500000.0,15000.0,Right,1,3,1,Lean,18500000.0,,,,,12,13,13,29,15,19,14,17,25,17,40,46,69,69,40,22,61,42,68,11,34,20,11,28,24,55,14,17,18,alejandro remiro gargallo,95
Sergio Gómez,ESP,"MT,DF",23,37,31,"2,738",30.4,2,5,7,2,0,0,4,0,1.9,1.9,8.9,10.8,43,93,154,0.07,0.16,0.23,0.07,0.23,0.06,0.29,0.35,0.06,0.35,sergio gomez,Attack,left,171.0,ES1,20000000.0,20000000.0,https://img.a.transfermarkt.technology/portrait/header/366930-1727678534.jpg?lm=1,https://www.transfermarkt.co.uk/sergio-gomez/profil/spieler/366930,sergio gomez,Sergio Gómez,Sergio Gómez Martín,9/4/2000,18,170.18,68.0,"CAM,CM,LM",Spain,68,87,1800000.0,8000.0,Left,1,3,3,Lean,4100000.0,,,,,65,64,43,75,64,74,74,60,67,71,74,68,82,53,84,66,52,51,36,62,39,28,54,60,60,58,58,37,38,sergio gómez martín,96
Jon Aramburu,VEN,DF,22,35,28,"2,460",27.3,1,1,2,1,0,0,8,0,0.4,0.4,1.1,1.6,26,97,53,0.04,0.04,0.07,0.04,0.07,0.02,0.04,0.06,0.02,0.06,jon aramburu,Defender,right,176.0,ES1,12000000.0,12000000.0,https://img.a.transfermarkt.technology/portrait/header/661145-1719915615.jpg?lm=1,https://www.transfermarkt.co.uk/jon-aramburu/profil/spieler/661145,jon aramburu,M. Aramburu,Mateo Aramburu,3/10/1998,20,182.88,74.8,ST,Uruguay,52,67,110000.0,2000.0,Right,1,3,2,Normal,261000.0,,,,,27,54,47,35,39,44,39,29,26,47,65,67,60,50,62,50,68,58,58,44,40,19,52,43,50,42,15,20,18,mateo aramburu,82
Mikel Oyarzabal,ESP,AT,27,35,28,"2,250",25.0,9,3,12,5,4,4,4,1,9.9,6.8,2.4,9.2,31,28,133,0.36,0.12,0.48,0.2,0.32,0.4,0.1,0.5,0.27,0.37,mikel oyarzabal,Attack,left,181.0,ES1,30000000.0,70000000.0,https://img.a.transfermarkt.technology/portrait/header/351478-1599987229.jpg?lm=1,https://www.transfermarkt.co.uk/mikel-oyarzabal/profil/spieler/351478,mikel oyarzabal,Oyarzabal,Mikel Oyarzabal Ugarte,4/21/1997,21,154.94,78.0,"LW,LM,RW",Spain,80,87,21000000.0,29000.0,Left,1,3,3,Lean,48300000.0,,,,,81,78,44,80,64,84,69,71,73,85,72,75,70,81,70,73,58,72,59,79,42,29,80,79,52,70,50,32,30,mikel oyarzabal ugarte,81
Javi López,ESP,DF,22,29,21,"1,936",21.5,0,0,0,0,0,0,4,0,0.1,0.1,0.4,0.5,36,73,64,0.0,0.0,0.0,0.0,0.0,0.01,0.02,0.03,0.01,0.03,javi lopez,Defender,left,183.0,ES1,7500000.0,7500000.0,https://img.a.transfermarkt.technology/portrait/header/568158-1647530894.jpg?lm=1,https://www.transfermarkt.co.uk/javi-lopez/profil/spieler/568158,javi lopez,Javi López,Javier López Rodríguez,1/21/1986,33,154.94,76.2,"RB,RWB",Spain,75,75,3700000.0,23000.0,Right,1,3,3,Normal,7700000.0,,,,,70,55,60,74,49,68,67,52,64,74,69,73,68,80,71,57,73,75,67,43,84,75,61,65,56,81,60,78,82,javier lópez rodríguez,95
Nayef Aguerd,MAR,DF,28,21,21,"1,760",19.6,0,0,0,0,0,0,5,0,2.4,2.4,0.1,2.5,26,75,1,0.0,0.0,0.0,0.0,0.0,0.12,0.01,0.13,0.12,0.13,nayef aguerd,Defender,left,190.0,ES1,25000000.0,38000000.0,https://img.a.transfermarkt.technology/portrait/header/361914-1659355782.jpg?lm=1,https://www.transfermarkt.co.uk/nayef-aguerd/profil/spieler/361914,nayef aguerd,N. Aguerd,Nayef Aguerd,3/30/1996,22,187.96,76.2,CB,Morocco,67,75,975000.0,4000.0,Left,1,3,2,Lean,2100000.0,,,,,41,38,68,66,38,56,43,41,59,66,51,63,49,64,52,62,66,64,69,46,68,66,39,47,48,65,63,66,66,nayef aguerd,100
Brais Méndez,ESP,MT,27,27,19,"1,531",17.0,3,2,5,3,0,0,4,0,3.5,3.5,2.0,5.5,32,91,86,0.18,0.12,0.29,0.18,0.29,0.21,0.12,0.33,0.21,0.33,brais mendez,Midfield,left,184.0,ES1,28000000.0,40000000.0,https://img.a.transfermarkt.technology/portrait/header/309110-1665057568.jpg?lm=1,https://www.transfermarkt.co.uk/brais-mendez/profil/spieler/309110,brais mendez,Brais Méndez,Brais Méndez Portela,1/7/1997,22,187.96,76.2,"RM,RW,CM,CAM",Spain,76,85,12000000.0,17000.0,Left,1,3,4,Lean,27600000.0,,,,,69,77,52,74,65,78,74,56,69,80,75,77,72,74,52,73,65,70,70,78,45,47,77,78,62,78,49,40,32,brais méndez portela,96
Aritz Elustondo,ESP,DF,30,22,16,"1,457",16.2,0,0,0,0,0,0,2,1,0.4,0.4,0.2,0.6,17,51,4,0.0,0.0,0.0,0.0,0.0,0.03,0.01,0.04,0.03,0.04,aritz elustondo,Defender,right,180.0,ES1,4000000.0,20000000.0,https://img.a.transfermarkt.technology/portrait/header/229804-1664970965.jpg?lm=1,https://www.transfermarkt.co.uk/aritz-elustondo/profil/spieler/229804,aritz elustondo,Aritz Elustondo,Aritz Elustondo,3/28/1994,24,154.94,71.2,"CB,RB",Spain,76,80,8500000.0,21000.0,Right,1,3,2,Normal,18500000.0,,,,,72,26,78,73,30,48,53,41,43,75,67,71,62,78,62,39,73,74,70,40,77,79,36,32,43,68,68,78,80,aritz elustondo,100
